t0;prepTimeComp;MINcomp;Capacity;prepSignal;Message
2820;2800;0;5;73;Обработка в ЭВМ
2830;2800;0;5;73;Прием сигнала
2830;2800;2;4;73;Обработка в канале
2830;2800;2;4;73;Обработка в ЭВМ
2840;2800;0;5;73;Обработка в канале
2840;2840;0;4;74;Обработка в ЭВМ
2850;2840;0;4;74;Прием сигнала
2850;2840;0;4;74;Обработка в канале
2850;2840;0;4;74;Обработка в ЭВМ
2860;2840;0;4;74;Обработка в канале
2860;2840;0;4;74;Обработка в ЭВМ
2870;2840;0;4;74;Прием сигнала
2870;2840;0;4;74;Обработка в канале
2870;2840;0;4;74;Обработка в ЭВМ
2880;2840;0;4;74;Обработка в канале
2880;2880;0;3;75;Обработка в ЭВМ
2890;2880;0;3;75;Обработка в канале
2890;2880;0;3;75;Обработка в ЭВМ
2900;2880;0;3;75;Прием сигнала
2900;2880;0;4;75;Обработка в ЭВМ
2910;2880;0;4;75;Обработка в канале
2910;2880;0;4;75;Обработка в ЭВМ
2920;2880;0;4;75;Прием сигнала
2920;2880;0;4;75;Обработка в канале
2920;2920;0;3;76;Обработка в ЭВМ
2930;2920;0;3;76;Прием сигнала
2930;2920;0;3;76;Обработка в ЭВМ
2940;2920;0;3;76;Прием сигнала
2940;2920;0;3;76;Обработка в канале
2940;2920;0;4;76;Обработка в ЭВМ
2950;2920;0;4;76;Прием сигнала
2950;2920;0;4;76;Обработка в ЭВМ
2960;2920;0;4;76;Обработка в канале
2960;2960;0;3;77;Обработка в ЭВМ
2970;2960;0;3;77;Прием сигнала
2970;2960;0;4;77;Обработка в ЭВМ
2980;2960;0;4;77;Прием сигнала
2980;2960;0;4;77;Обработка в канале
2980;2960;0;4;77;Обработка в ЭВМ
2990;2960;0;4;77;Прием сигнала
2990;2960;0;4;77;Обработка в ЭВМ
3000;2960;0;4;77;Обработка в канале
3000;3000;0;3;78;Обработка в ЭВМ
3010;3000;0;4;78;Обработка в ЭВМ
3020;3000;0;4;78;Прием сигнала
3020;3000;0;4;78;Обработка в канале
3020;3000;0;4;78;Обработка в ЭВМ
3030;3000;0;4;78;Прием сигнала
3030;3000;0;4;78;Обработка в канале
3030;3000;0;4;78;Обработка в ЭВМ
3040;3040;0;3;79;Обработка в ЭВМ
3050;3040;0;3;79;Прием сигнала
3050;3040;0;3;79;Обработка в канале
3050;3040;0;3;79;Обработка в ЭВМ
3060;3040;0;3;79;Прием сигнала
3060;3040;0;3;79;Обработка в канале
3060;3040;0;3;79;Обработка в ЭВМ
3070;3040;0;3;79;Прием сигнала
3070;3040;0;3;79;Обработка в ЭВМ
3080;3040;0;3;79;Обработка в канале
3080;3080;0;2;80;Обработка в ЭВМ
3090;3080;0;2;80;Прием сигнала
3090;3080;0;3;80;Обработка в ЭВМ
3100;3080;0;3;80;Обработка в канале
3100;3080;0;4;80;Обработка в ЭВМ
3110;3080;0;4;80;Прием сигнала
3110;3080;0;5;80;Обработка в ЭВМ
3120;3080;0;5;80;Прием сигнала
3120;3080;2;4;80;Обработка в канале
3120;3120;2;3;81;Обработка в ЭВМ
3130;3120;2;3;81;Прием сигнала
3130;3120;0;5;81;Обработка в канале
3130;3120;0;5;81;Обработка в ЭВМ
3140;3120;0;5;81;Прием сигнала
3140;3120;0;5;81;Обработка в ЭВМ
3150;3120;2;3;81;Обработка в канале
3150;3120;2;4;81;Обработка в ЭВМ
3160;3120;2;4;81;Прием сигнала
3160;3120;0;5;81;Обработка в канале
3160;3160;0;4;82;Обработка в ЭВМ
3170;3160;0;4;82;Прием сигнала
3170;3160;0;5;82;Обработка в ЭВМ
3180;3160;0;5;82;Прием сигнала
3180;3160;2;4;82;Обработка в канале
3180;3160;2;4;82;Обработка в ЭВМ
3190;3160;0;5;82;Обработка в канале
3190;3190;0;4;83;Обработка в ЭВМ
3200;3190;0;4;83;Прием сигнала
3200;3190;0;4;83;Обработка в канале
3200;3190;0;5;83;Обработка в ЭВМ
3210;3190;0;5;83;Прием сигнала
3210;3190;0;5;83;Обработка в ЭВМ
3220;3190;0;5;83;Прием сигнала
3220;3190;2;4;83;Обработка в канале
3220;3220;2;3;84;Обработка в ЭВМ
3230;3220;2;3;84;Прием сигнала
3230;3220;0;5;84;Обработка в канале
3230;3220;0;5;84;Обработка в ЭВМ
3240;3220;0;5;84;Прием сигнала
3240;3220;0;5;84;Обработка в ЭВМ
3250;3220;0;5;84;Прием сигнала
3250;3220;2;3;84;Обработка в канале
3250;3250;2;2;85;Обработка в ЭВМ
3260;3250;2;2;85;Прием сигнала
3260;3250;2;3;85;Обработка в ЭВМ
3270;3250;2;3;85;Прием сигнала
3270;3250;0;5;85;Обработка в канале
3270;3250;0;5;85;Обработка в ЭВМ
3280;3250;0;5;85;Прием сигнала
3280;3250;2;3;85;Обработка в канале
3280;3250;2;4;85;Обработка в ЭВМ
3290;3250;2;4;85;Прием сигнала
3290;3250;0;5;85;Обработка в канале
3290;3290;0;4;86;Обработка в ЭВМ
3300;3290;0;4;86;Прием сигнала
3300;3290;0;4;86;Обработка в канале
3300;3290;0;4;86;Обработка в ЭВМ
3310;3290;0;4;86;Прием сигнала
3310;3290;0;4;86;Обработка в ЭВМ
3320;3290;0;4;86;Прием сигнала
3320;3290;0;4;86;Обработка в канале
3320;3290;0;4;86;Обработка в ЭВМ
3330;3290;0;4;86;Прием сигнала
3330;3330;0;3;87;Обработка в ЭВМ
3340;3330;0;3;87;Прием сигнала
3340;3330;0;3;87;Обработка в канале
3340;3330;0;4;87;Обработка в ЭВМ
3350;3330;0;4;87;Прием сигнала
3350;3330;0;4;87;Обработка в канале
3350;3330;0;4;87;Обработка в ЭВМ
3360;3330;0;4;87;Прием сигнала
3360;3330;0;4;87;Обработка в канале
3360;3330;0;4;87;Обработка в ЭВМ
3370;3330;0;4;87;Прием сигнала
3370;3370;0;3;88;Обработка в ЭВМ
3380;3370;0;3;88;Обработка в канале
3380;3370;0;3;88;Обработка в ЭВМ
3390;3370;0;3;88;Обработка в канале
3390;3370;0;4;88;Обработка в ЭВМ
3400;3370;0;4;88;Прием сигнала
3400;3370;0;4;88;Обработка в канале
3400;3370;0;4;88;Обработка в ЭВМ
3410;3370;0;4;88;Прием сигнала
3410;3370;0;4;88;Обработка в канале
3410;3410;0;3;89;Обработка в ЭВМ
3420;3410;0;3;89;Прием сигнала
3420;3410;0;3;89;Обработка в канале
3420;3410;0;4;89;Обработка в ЭВМ
3430;3410;0;4;89;Обработка в канале
3430;3410;0;5;89;Обработка в ЭВМ
3440;3410;0;5;89;Прием сигнала
3440;3410;2;4;89;Обработка в канале
3440;3410;2;5;89;Обработка в ЭВМ
3450;3410;1;4;89;Обработка в канале
3450;3450;1;3;90;Обработка в ЭВМ
3460;3450;1;3;90;Прием сигнала
3460;3450;1;4;90;Обработка в ЭВМ
3470;3450;0;5;90;Обработка в канале
3470;3450;0;5;90;Обработка в ЭВМ
3480;3450;0;5;90;Прием сигнала
3480;3450;1;4;90;Обработка в канале
3480;3450;1;4;90;Обработка в ЭВМ
3490;3450;0;5;90;Обработка в канале
3490;3490;0;4;91;Обработка в ЭВМ
3500;3490;0;4;91;Прием сигнала
3500;3490;0;4;91;Обработка в канале
3500;3490;0;4;91;Обработка в ЭВМ
3510;3490;0;4;91;Обработка в канале
3510;3490;0;4;91;Обработка в ЭВМ
3520;3490;0;4;91;Прием сигнала
3520;3490;0;4;91;Обработка в канале
3520;3490;0;5;91;Обработка в ЭВМ
3530;3530;0;4;92;Обработка в ЭВМ
3540;3530;0;4;92;Прием сигнала
3540;3530;0;4;92;Обработка в канале
3540;3530;0;4;92;Обработка в ЭВМ
3550;3530;0;4;92;Прием сигнала
3550;3530;0;4;92;Обработка в канале
3550;3530;0;4;92;Обработка в ЭВМ
3560;3530;0;4;92;Прием сигнала
3560;3530;0;4;92;Обработка в ЭВМ
3570;3530;0;4;92;Прием сигнала
3570;3530;0;4;92;Обработка в канале
3570;3570;0;3;93;Обработка в ЭВМ
3580;3570;0;3;93;Обработка в канале
3580;3570;0;4;93;Обработка в ЭВМ
3590;3570;0;4;93;Прием сигнала
3590;3570;0;5;93;Обработка в ЭВМ
3600;3570;1;4;93;Обработка в канале
3600;3570;1;4;93;Обработка в ЭВМ
3610;3570;1;4;93;Прием сигнала
3610;3610;1;3;94;Обработка в ЭВМ
3620;3610;0;5;94;Обработка в канале
3620;3610;0;5;94;Обработка в ЭВМ
3630;3610;1;3;94;Обработка в канале
3630;3610;1;4;94;Обработка в ЭВМ
3640;3610;1;4;94;Прием сигнала
3640;3610;0;5;94;Обработка в канале
3640;3610;0;5;94;Обработка в ЭВМ
3650;3610;1;4;94;Обработка в канале
3650;3650;1;3;95;Обработка в ЭВМ
3660;3650;1;3;95;Прием сигнала
3660;3650;1;4;95;Обработка в ЭВМ
3670;3650;1;4;95;Прием сигнала
3670;3650;0;5;95;Обработка в канале
3670;3650;0;5;95;Обработка в ЭВМ
3680;3650;0;5;95;Прием сигнала
3680;3650;0;5;95;Обработка в ЭВМ
3690;3650;0;5;95;Прием сигнала
3690;3650;1;4;95;Обработка в канале
3690;3690;1;3;96;Обработка в ЭВМ
3700;3690;1;3;96;Прием сигнала
3700;3690;0;5;96;Обработка в канале
3700;3690;0;5;96;Обработка в ЭВМ
3710;3690;1;3;96;Обработка в канале
3710;3690;1;3;96;Обработка в ЭВМ
3720;3690;1;3;96;Прием сигнала
3720;3690;1;3;96;Обработка в ЭВМ
3730;3690;1;3;96;Прием сигнала
3730;3690;0;5;96;Обработка в канале
3730;3730;0;4;97;Обработка в ЭВМ
3740;3730;0;4;97;Прием сигнала
3740;3730;0;4;97;Обработка в ЭВМ
3750;3730;0;4;97;Прием сигнала
3750;3730;1;3;97;Обработка в канале
3750;3730;1;4;97;Обработка в ЭВМ
3760;3730;1;4;97;Прием сигнала
3760;3760;1;3;98;Обработка в ЭВМ
3770;3760;0;4;98;Обработка в канале
3770;3760;0;4;98;Обработка в ЭВМ
3780;3760;1;3;98;Обработка в канале
3780;3760;1;4;98;Обработка в ЭВМ
3790;3760;1;4;98;Прием сигнала
3790;3760;1;4;98;Обработка в ЭВМ
3800;3760;0;4;98;Обработка в канале
3800;3800;0;3;99;Обработка в ЭВМ
3810;3800;0;3;99;Прием сигнала
3810;3800;0;3;99;Обработка в канале
3810;3800;0;4;99;Обработка в ЭВМ
3820;3800;0;4;99;Обработка в ЭВМ
3830;3800;0;4;99;Прием сигнала
3830;3800;0;4;99;Обработка в канале
3830;3830;0;3;100;Обработка в ЭВМ
3840;3830;0;3;100;Обработка в канале
3840;3830;0;4;100;Обработка в ЭВМ
3850;3830;0;4;100;Прием сигнала
3850;3830;0;4;100;Обработка в канале
3850;3830;0;4;100;Обработка в ЭВМ
3860;3830;0;4;100;Обработка в ЭВМ
3870;3830;0;4;100;Прием сигнала
3870;3830;0;4;100;Обработка в канале
3870;3870;0;3;101;Обработка в ЭВМ
3880;3870;0;3;101;Прием сигнала
3880;3870;0;4;101;Обработка в ЭВМ
3890;3870;0;4;101;Прием сигнала
3890;3870;0;4;101;Обработка в канале
3890;3870;0;4;101;Обработка в ЭВМ
3900;3870;0;4;101;Прием сигнала
3900;3900;0;3;102;Обработка в ЭВМ
3910;3900;0;3;102;Прием сигнала
3910;3900;0;3;102;Обработка в канале
3910;3900;0;4;102;Обработка в ЭВМ
3920;3900;0;4;102;Прием сигнала
3920;3900;0;5;102;Обработка в ЭВМ
3930;3900;1;4;102;Обработка в канале
3930;3900;1;4;102;Обработка в ЭВМ
3940;3900;1;4;102;Прием сигнала
3940;3900;0;5;102;Обработка в канале
3940;3940;0;4;103;Обработка в ЭВМ
3950;3940;0;4;103;Обработка в канале
3950;3940;0;4;103;Обработка в ЭВМ
3960;3940;0;4;103;Обработка в канале
3960;3940;0;4;103;Обработка в ЭВМ
3970;3940;0;4;103;Прием сигнала
3970;3940;0;4;103;Обработка в ЭВМ
3980;3940;0;4;103;Обработка в канале
3980;3980;0;3;104;Обработка в ЭВМ
3990;3980;0;3;104;Прием сигнала
3990;3980;0;3;104;Обработка в канале
3990;3980;0;4;104;Обработка в ЭВМ
4000;3980;0;4;104;Прием сигнала
4000;3980;0;5;104;Обработка в ЭВМ
4010;3980;0;5;104;Прием сигнала
4010;3980;1;4;104;Обработка в канале
4010;3980;1;4;104;Обработка в ЭВМ
4020;3980;1;4;104;Прием сигнала
4020;3980;0;5;104;Обработка в канале
4020;4020;0;4;105;Обработка в ЭВМ
4030;4020;0;4;105;Обработка в канале
4030;4020;0;5;105;Обработка в ЭВМ
4040;4020;0;5;105;Прием сигнала
4040;4020;0;5;105;Обработка в ЭВМ
4050;4020;1;4;105;Обработка в канале
4050;4050;1;3;106;Обработка в ЭВМ
4060;4050;1;3;106;Прием сигнала
4060;4050;1;4;106;Обработка в ЭВМ
4070;4050;1;4;106;Прием сигнала
4070;4050;0;5;106;Обработка в канале
4070;4050;0;5;106;Обработка в ЭВМ
4080;4050;0;5;106;Обработка в ЭВМ
4090;4050;0;5;106;Прием сигнала
4090;4050;1;4;106;Обработка в канале
4090;4090;1;3;107;Обработка в ЭВМ
4100;4090;1;3;107;Прием сигнала
4100;4090;1;3;107;Обработка в ЭВМ
4110;4090;1;3;107;Прием сигнала
4110;4090;0;5;107;Обработка в канале
